,Player,Team,PTS,REB,AST,MIN,FGM,FGA,2PM,2PA,3PM,3PA,FTM,FTA,+/-,OR,DR,PF,ST,TO,BS,BA,TFS,game_id
2190,Yasser A.,ZAM,2,0,0,6:20,1,2,1,1,0,1,0,0,2,0,0,2,0,0,0,0,0,WKQJFadL
2191,Belkacemi N.,PET,0,0,0,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WKQJFadL
2192,Belkhodja F.,PET,0,1,2,10:19,0,2,0,1,0,1,0,0,-15,1,0,1,0,1,0,0,0,WKQJFadL
2193,El Saharty H.,ZAM,0,0,0,6:19,0,1,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,WKQJFadL
2194,Guermate M. Z.,PET,0,0,2,5:50,0,1,0,1,0,0,0,0,-14,0,0,0,0,3,0,0,0,WKQJFadL
2195,Hamdini A.,PET,0,0,0,2:20,0,1,0,0,0,1,0,0,-8,0,0,1,0,0,0,0,0,WKQJFadL
2196,Kabongo M.,CAP,10,4,0,32:52,4,0,3,0,1,7,1,5,-12,0,4,0,5,3,0,0,0,WlnuPAKl
2197,Pedro J.,PET,8,0,0,26:07,3,5,3,5,0,0,2,4,21,9,6,0,1,4,2,0,0,WlnuPAKl
2198,Prinsloo P.,CAP,8,7,2,30:15,3,0,3,6,0,3,0,0,-20,1,6,5,0,0,3,0,0,WlnuPAKl
2199,Gakou A.,PET,7,0,0,16:12,3,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,WlnuPAKl
2200,Ganapamo E.,CAP,0,7,2,37:23,6,0,4,0,0,0,3,4,-22,2,5,1,0,4,0,0,0,WlnuPAKl
2201,Morais C.,PET,0,4,3,26:20,8,0,3,5,5,0,2,3,23,0,4,0,0,1,0,0,0,WlnuPAKl
2202,Thomas I.,ASP,22,17,4,35:10,9,16,7,12,2,4,2,3,-16,7,10,2,2,3,1,0,0,Wr966eJ7
2203,Harouna A.,FAP,16,0,2,18:43,6,13,2,6,4,7,0,0,2,0,0,4,4,2,0,0,0,Wr966eJ7
2204,Hezekiah M.,FAP,13,9,1,34:56,4,12,1,6,3,6,2,2,18,3,6,2,1,0,2,0,0,Wr966eJ7
2205,Nzeakor J.,ASP,13,10,3,39:34,5,14,5,10,0,4,3,4,-20,5,5,3,0,1,1,1,0,Wr966eJ7
2206,Nkene A.,FAP,12,12,2,21:54,4,7,4,7,0,0,4,6,4,9,3,1,1,0,0,0,0,Wr966eJ7
2207,Tametong E.,FAP,11,3,3,19:38,5,9,4,4,1,5,0,0,23,1,2,4,1,3,0,0,0,Wr966eJ7
2208,Kome A.,FAP,10,6,5,27:36,4,9,3,5,1,4,1,4,18,2,4,1,3,2,0,0,0,Wr966eJ7
2209,Liale C.,FAP,9,0,4,16:24,4,9,3,4,1,5,0,0,19,0,0,1,0,0,0,1,0,Wr966eJ7
2210,Keita M.,ASP,8,4,1,29:56,4,14,4,9,0,5,0,0,-24,1,3,4,2,7,0,0,0,Wr966eJ7
2211,Thomas M.,FAP,7,7,4,23:36,3,10,3,8,0,2,1,2,3,1,6,2,1,2,0,0,0,Wr966eJ7
2212,Akumenzoh E.,FAP,6,5,1,17:56,3,7,3,7,0,0,0,0,18,1,4,3,3,1,1,1,0,Wr966eJ7
2213,Sanogo M.,ASP,6,2,3,14:59,3,6,3,6,0,0,0,0,-9,1,1,1,2,1,0,0,0,Wr966eJ7
2214,Tandina P.,ASP,6,0,2,14:54,1,5,1,3,0,2,4,4,-3,0,0,1,0,0,0,0,0,Wr966eJ7
2215,Haidara I. C.,ASP,3,2,1,23:05,1,2,1,2,0,0,1,2,-17,1,1,3,1,3,0,0,0,Wr966eJ7
2216,Mitchell M.,ASP,3,2,3,17:09,1,6,0,2,1,4,0,0,4,0,2,1,0,3,0,0,0,Wr966eJ7
2217,Diallo I.,ASP,2,2,0,3:46,1,2,1,2,0,0,0,0,-3,1,1,2,0,0,0,1,0,Wr966eJ7
2218,Ngaransou Y.,FAP,2,1,1,5:14,1,2,1,2,0,0,0,0,4,1,0,2,0,1,0,0,0,Wr966eJ7
2219,Samake B. B.,ASP,2,1,2,14:06,0,5,0,4,0,1,2,4,-14,1,0,1,1,2,0,0,0,Wr966eJ7
2220,Tsangue C.,FAP,1,3,2,12:24,0,6,0,3,0,3,1,2,4,1,2,1,0,3,0,0,0,Wr966eJ7
2221,Ascofare E.,ASP,0,0,0,0:26,0,0,0,0,0,0,0,0,-2,0,0,1,0,1,0,0,0,Wr966eJ7
2222,Bapoo A.,FAP,0,0,0,1:39,0,0,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,0,Wr966eJ7
2223,Diarouma B.,ASP,0,0,0,1:04,0,0,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,0,Wr966eJ7
2224,Essome P.,FAP,0,0,0,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wr966eJ7
2225,Kanoute N.,ASP,0,1,0,5:51,0,6,0,5,0,1,0,0,-3,1,0,0,0,1,0,1,0,Wr966eJ7
2226,Stoglin T.,ASS,30,3,1,36:00,9,19,7,11,2,8,10,11,2,0,3,2,2,6,0,0,0,YDnr9aE0
2227,Goncalves G.,PET,19,10,6,30:47,7,9,5,7,2,2,3,4,20,1,9,0,1,3,1,0,0,YDnr9aE0
2228,Morais C.,PET,17,3,1,29:40,6,15,3,7,3,8,2,2,7,0,3,3,1,7,0,0,0,YDnr9aE0
2229,Paulo L.,PET,17,2,1,17:16,8,10,7,9,1,1,0,1,1,0,2,4,1,0,0,1,0,YDnr9aE0
2230,Najah A.,ASS,14,9,2,22:48,6,7,6,7,0,0,2,3,10,1,8,2,3,5,0,0,0,YDnr9aE0
2231,Pedro J.,PET,10,8,0,25:57,4,7,4,7,0,0,2,2,1,5,3,3,0,1,0,0,0,YDnr9aE0
2232,El Ghazi A.,ASS,6,4,1,22:47,3,5,3,5,0,0,0,0,-9,1,3,5,0,1,0,0,0,YDnr9aE0
2233,Kourodu S.,ASS,6,3,0,21:54,1,4,1,3,0,1,4,5,-14,1,2,2,1,0,1,0,0,YDnr9aE0
2234,El Mahsini Y.,ASS,5,2,6,29:25,2,9,1,6,1,3,0,0,-4,2,0,1,1,4,0,0,0,YDnr9aE0
2235,James R.,ASS,5,3,0,34:01,2,11,1,6,1,5,0,0,0,0,3,1,2,1,0,1,0,YDnr9aE0
2236,Scott A.,PET,5,1,4,24:53,1,5,0,2,1,3,2,4,13,0,1,2,2,3,0,0,0,YDnr9aE0
2237,Cipriano O.,PET,4,3,3,18:04,1,4,0,0,1,4,1,1,-8,0,3,2,0,2,0,0,0,YDnr9aE0
2238,Richards R.,PET,4,5,0,21:16,2,4,2,3,0,1,0,0,3,0,5,3,3,2,0,0,0,YDnr9aE0
2239,Azouga B.,ASS,3,1,0,5:07,1,2,0,0,1,2,0,0,5,0,1,0,0,0,0,0,0,YDnr9aE0
2240,El Masbahi Z.,ASS,3,1,3,22:04,1,5,0,0,1,5,0,0,-12,0,1,3,2,0,0,0,0,YDnr9aE0
2241,Joaquim V.,PET,3,2,1,15:31,1,4,1,3,0,1,1,2,9,1,1,2,1,2,0,0,0,YDnr9aE0
2242,Allal C.,ASS,0,0,0,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,YDnr9aE0
2243,Antonio J.,PET,0,0,0,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,YDnr9aE0
2244,Belhaddar M.,ASS,0,0,0,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,YDnr9aE0
2245,Chaoui M.,ASS,0,0,0,1:39,0,1,0,1,0,0,0,0,-7,0,0,1,0,1,0,0,0,YDnr9aE0
2246,Domingos G.,PET,0,1,0,6:19,0,1,0,0,0,1,0,0,-9,1,0,2,0,0,0,0,0,YDnr9aE0
2247,Dundao C.,PET,0,2,0,10:17,0,2,0,2,0,0,0,2,-2,1,1,0,1,4,0,0,0,YDnr9aE0
2248,Jefferson J.,ASS,0,2,0,4:15,0,1,0,1,0,0,0,0,-6,1,1,0,0,1,0,0,0,YDnr9aE0
2249,Joao A.,PET,0,0,0,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,YDnr9aE0
2250,Hodge W.,ZAM,19,6,10,31:03,6,12,3,6,3,6,4,4,20,1,5,2,1,3,0,1,0,YHYK3YSm
2251,Morais C.,PET,18,1,1,29:17,6,15,1,7,5,8,1,1,-10,0,1,2,0,3,0,0,0,YHYK3YSm
2252,Fakuade M.,ZAM,16,4,0,21:07,6,8,4,5,2,3,2,3,9,1,3,3,0,3,0,0,0,YHYK3YSm
2253,Mahmoud A.,ZAM,14,7,7,27:57,7,10,7,10,0,0,0,2,12,1,6,1,2,5,2,0,0,YHYK3YSm
2254,Diabate M.,ZAM,12,2,6,19:14,4,7,2,4,2,3,2,2,8,0,2,0,2,2,0,1,0,YHYK3YSm
2255,Pedro J.,PET,12,9,1,25:24,6,9,6,9,0,0,0,0,-8,4,5,5,3,1,1,1,0,YHYK3YSm
2256,Elonu C.,ZAM,10,6,0,18:11,5,9,5,8,0,1,0,3,11,2,4,3,0,1,1,0,0,YHYK3YSm
2257,Cipriano O.,PET,8,2,0,13:41,3,7,2,3,1,4,1,2,-10,1,1,2,0,0,0,0,0,YHYK3YSm
2258,Goncalves G.,PET,8,5,3,34:06,4,12,4,6,0,6,0,0,-7,2,3,2,2,3,0,0,0,YHYK3YSm
2259,Paulo L.,PET,7,2,2,13:53,3,8,3,6,0,2,1,1,-8,0,2,3,1,2,1,1,0,YHYK3YSm
2260,Abdalatif M.,ZAM,6,6,0,25:04,3,4,3,3,0,1,0,0,6,2,4,1,1,1,0,0,0,YHYK3YSm
2261,Dundao C.,PET,6,3,3,19:43,2,9,2,8,0,1,2,2,-4,0,3,1,1,2,0,1,0,YHYK3YSm
2262,Richards R.,PET,6,2,0,15:47,2,6,1,3,1,3,1,2,-20,0,2,2,0,0,0,0,0,YHYK3YSm
2263,Elmekawi M.,ZAM,4,5,0,12:40,2,5,2,4,0,1,0,2,2,1,4,1,1,2,0,0,0,YHYK3YSm
2264,Hesham O.,ZAM,4,1,0,13:35,2,4,2,4,0,0,0,0,17,0,1,1,1,1,0,0,0,YHYK3YSm
2265,Scott A.,PET,4,0,0,17:19,2,5,2,3,0,2,0,0,-12,0,0,1,0,3,0,0,0,YHYK3YSm
2266,Domingos G.,PET,2,2,0,5:54,0,1,0,1,0,0,2,2,-11,1,1,1,0,0,0,0,0,YHYK3YSm
2267,Hatem A.,ZAM,2,1,0,5:58,0,2,0,1,0,1,2,2,-2,1,0,0,0,0,0,0,0,YHYK3YSm
2268,Salem I.,ZAM,2,2,2,25:11,1,4,1,1,0,3,0,0,7,0,2,1,1,1,0,0,0,YHYK3YSm
2269,Antonio J.,PET,0,0,0,5:32,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,YHYK3YSm
2270,Joao A.,PET,0,0,0,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,YHYK3YSm
2271,Joaquim V.,PET,0,4,1,19:24,0,1,0,0,0,1,0,0,0,0,4,3,1,2,0,0,0,YHYK3YSm
2272,Meshal M.,ZAM,0,0,0,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,YHYK3YSm
2273,Yasser A.,ZAM,0,0,0,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,YHYK3YSm
2274,Ezeh V.,KWA,22,2,1,29:57,9,19,7,11,2,8,2,4,-7,1,1,0,1,0,0,2,0,YRcT49qm
2275,Thomas I.,USM,22,5,1,25:23,8,15,5,9,3,6,3,5,0,4,1,4,1,3,0,1,0,YRcT49qm
2276,Monyyong R.,KWA,17,6,2,30:27,5,9,4,6,1,3,6,9,-4,2,4,4,0,1,1,0,0,YRcT49qm
2277,Marnaoui O.,USM,15,2,3,25:18,5,8,1,1,4,7,1,2,17,0,2,1,1,1,2,0,0,YRcT49qm
2278,Randle J.,USM,13,2,9,29:23,4,10,2,5,2,5,3,4,-1,1,1,0,0,1,0,1,0,YRcT49qm
2279,Slimane R.,USM,11,3,2,27:29,3,11,2,6,1,5,4,4,13,1,2,0,0,0,0,1,0,YRcT49qm
2280,Adekoya J.,KWA,9,2,2,17:53,3,7,0,0,3,7,0,0,0,0,2,2,0,2,0,0,0,YRcT49qm
2281,Lahyani F.,USM,9,12,8,28:16,4,8,4,7,0,1,1,3,9,2,10,1,2,3,1,0,0,YRcT49qm
2282,Mordi J.,KWA,7,6,5,22:18,3,6,2,4,1,2,0,0,-2,1,5,4,0,2,0,0,0,YRcT49qm
2283,Conteh S.,KWA,6,2,3,15:53,2,8,1,4,1,4,1,3,-4,2,0,0,0,0,0,0,0,YRcT49qm
2284,Oriakhi M.,KWA,6,1,1,10:33,2,4,1,2,1,2,1,2,-3,0,1,1,1,0,0,0,0,YRcT49qm
2285,Thiam M.,KWA,6,1,0,13:29,1,2,1,1,0,1,4,4,-2,0,1,5,0,4,0,0,0,YRcT49qm
2286,Bouallegue A.,USM,5,2,3,19:08,2,3,1,1,1,2,0,0,4,0,2,3,0,2,0,0,0,YRcT49qm
2287,Ghayaza M.,USM,5,7,4,20:29,2,4,2,3,0,1,1,2,15,3,4,2,0,1,0,0,0,YRcT49qm
2288,Addami A.,USM,2,1,0,3:58,1,2,1,1,0,1,0,0,-2,0,1,0,0,0,0,0,0,YRcT49qm
2289,Kolawole M. A.,KWA,2,0,1,16:48,1,6,1,6,0,0,0,0,-11,0,0,1,0,0,0,0,0,YRcT49qm
2290,Mahemli H.,USM,2,0,0,3:58,1,1,1,1,0,0,0,0,-2,0,0,1,0,1,0,0,0,YRcT49qm
2291,Chouaya L.,USM,1,0,0,8:23,0,0,0,0,0,0,1,2,1,0,0,2,0,0,0,0,0,YRcT49qm
2292,Abass C.,USM,0,1,0,0:41,0,0,0,0,0,0,0,0,-2,0,1,0,0,0,0,0,0,YRcT49qm
2293,Akpejiori A.,KWA,0,2,1,4:46,0,2,0,2,0,0,0,0,3,1,1,0,1,0,1,0,0,YRcT49qm
2294,Anthony W. J.,KWA,0,2,2,5:31,0,1,0,1,0,0,0,0,0,0,2,1,0,1,0,0,0,YRcT49qm
2295,Braiek O.,USM,0,0,0,0:41,0,1,0,1,0,0,0,0,-2,0,0,1,1,0,0,0,0,YRcT49qm
2296,Chennoufi Z.,USM,0,3,2,6:53,0,2,0,0,0,2,0,0,0,1,2,2,0,1,0,0,0,YRcT49qm
2297,Kareem A.,KWA,0,0,1,12:14,0,1,0,1,0,0,0,0,-10,0,0,1,0,1,1,1,0,YRcT49qm
2298,Mohammed V.,KWA,0,2,0,14:38,0,0,0,0,0,0,0,0,-9,1,1,1,1,0,0,0,0,YRcT49qm
2299,Nyemeck K.,KWA,0,4,0,5:33,0,0,0,0,0,0,0,0,-1,2,2,1,1,1,0,0,0,YRcT49qm
2300,Berthe S.,STA,34,4,3,34:58,12,23,7,9,5,14,5,6,1,1,3,3,3,3,0,2,0,ziIhBB6J
2301,Randle J.,USM,18,4,7,34:22,6,12,6,9,0,3,6,6,8,0,4,1,2,5,0,0,0,ziIhBB6J
2302,Diarra A.,STA,14,14,0,26:39,7,14,7,14,0,0,0,6,2,7,7,0,0,0,0,0,0,ziIhBB6J
2303,Marnaoui O.,USM,12,2,1,21:14,3,8,1,3,2,5,4,8,8,1,1,2,0,2,2,0,0,ziIhBB6J
2304,Thomas I.,USM,11,10,0,22:16,3,12,2,6,1,6,4,4,-3,3,7,4,0,2,0,0,0,ziIhBB6J
2305,Lahyani F.,USM,9,1,0,14:31,4,6,4,4,0,2,1,1,7,0,1,4,1,0,0,0,0,ziIhBB6J
2306,Ghayaza M.,USM,8,7,0,24:44,4,4,4,4,0,0,0,0,9,0,7,0,2,2,2,0,0,ziIhBB6J
2307,Addami A.,USM,7,1,1,12:03,3,5,2,4,1,1,0,0,1,0,1,4,1,2,0,0,0,ziIhBB6J
2308,Slimane R.,USM,7,8,1,27:49,2,5,1,2,1,3,2,2,9,2,6,2,0,0,0,0,0,ziIhBB6J
2309,Brigeforth B.,STA,5,3,1,15:30,2,2,2,2,0,0,1,2,-14,2,1,2,1,0,0,0,0,ziIhBB6J
2310,Wilkins J. W.,STA,4,1,3,23:41,2,7,2,3,0,4,0,0,4,0,1,0,0,2,0,0,0,ziIhBB6J
2311,Chouaya L.,USM,3,1,1,15:30,1,2,0,0,1,2,0,0,7,0,1,0,2,3,0,0,0,ziIhBB6J
2312,Keita M.,STA,3,5,3,21:08,0,6,0,5,0,1,3,3,3,1,4,2,0,3,0,0,0,ziIhBB6J
2313,Amayo K.,STA,2,1,2,14:42,1,3,1,2,0,1,0,0,-12,0,1,1,0,3,0,0,0,ziIhBB6J
2314,Bouallegue A.,USM,2,6,2,21:53,1,2,1,1,0,1,0,0,2,0,6,2,1,4,0,0,0,ziIhBB6J
2315,Chinyelu R.,STA,2,2,0,11:59,1,4,1,4,0,0,0,0,-16,1,1,4,0,0,0,1,0,ziIhBB6J
2316,Keita M.,STA,2,1,1,22:17,1,9,1,4,0,5,0,0,-4,0,1,3,2,1,0,1,0,ziIhBB6J
2317,Traore N.,STA,2,0,0,4:34,1,2,1,1,0,1,0,0,-3,0,0,1,0,0,0,0,0,ziIhBB6J
2318,Mahemli H.,USM,1,0,1,5:38,0,1,0,1,0,0,1,2,2,0,0,0,0,0,0,0,0,ziIhBB6J
2319,Bagayoko O.,STA,0,0,1,11:18,0,6,0,2,0,4,0,0,-4,0,0,0,0,0,0,0,0,ziIhBB6J
2320,Konate T.,STA,0,1,1,11:03,0,3,0,2,0,1,0,0,-11,1,0,2,0,2,0,0,0,ziIhBB6J
2321,Pare M.,STA,0,1,0,2:11,0,0,0,0,0,0,0,0,4,0,1,0,1,1,0,0,0,ziIhBB6J
