game_id,date_time,game_end,team,q1,q2,q3,q4,total,category,total (bins)
1101,13/11/2021 09:00:00,FT,BaobabBlazers,4,13,18,17,52,AWAY,50
1102,07/11/2021 16:35:00,FT,Ulinzi,13,16,8,19,56,AWAY,50
1103,07/11/2021 16:15:00,FT,Lakeside,15,16,15,16,62,AWAY,57.14285714
1104,07/11/2021 14:50:00,FT,Eldonets,8,11,26,14,59,AWAY,57.14285714
1105,07/11/2021 13:35:00,FT,Emyba,6,2,12,21,41,AWAY,35.71428571
1106,07/11/2021 12:45:00,FT,KisiiRaptors,23,20,2,26,71,AWAY,64.28571429
1107,06/11/2021 15:30:00,FT,Eldonets,9,15,14,4,42,AWAY,35.71428571
1108,06/11/2021 13:50:00,FT,Ulinzi,18,15,12,19,64,AWAY,57.14285714
1109,06/11/2021 12:10:00,FT,Pirates,14,11,25,19,69,AWAY,64.28571429
1110,06/11/2021 09:00:00,FT,ZetechUniversity,18,16,19,14,67,AWAY,64.28571429
1111,31/10/2021 17:15:00,FT,Terror,9,21,15,9,54,AWAY,50
1112,31/10/2021 15:40:00,FT,Emyba,16,12,6,13,47,AWAY,42.85714286
1113,31/10/2021 08:45:00,FT,LittlePrince,9,10,11,6,36,AWAY,35.71428571
1114,30/10/2021 16:30:00,FT,Blades,18,13,12,18,61,AWAY,57.14285714
1115,24/10/2021 16:05:00,FT,KPA,10,13,17,23,63,AWAY,57.14285714
1116,24/10/2021 10:55:00,FT,Lakeside,15,14,9,28,66,AWAY,64.28571429
1118,23/10/2021 12:00:00,FT,Lakeside,10,9,20,8,47,AWAY,42.85714286
1120,10/10/2021 15:05:00,FT,NairobiCityThunder,17,7,22,35,81,AWAY,78.57142857
1121,03/10/2021 14:20:00,FT,Ulinzi,11,4,16,25,56,AWAY,50
1122,03/10/2021 08:55:00,FT,Mustangs,12,14,11,18,55,AWAY,50
1123,19/09/2021 14:05:00,FT,EquityBank,13,22,24,9,68,AWAY,64.28571429
1129,13/03/2021 17:45:00,FT,Ulinzi,28,22,18,28,96,AWAY,92.85714286
